uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,boutNumber,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"30d14ecc-65a8-4e73-bcb3-d5132c153da2","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","3","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T09:23Z",1,,"OK","BRD.BART.2015.1",20,40,72,56,"evergreen forest",18,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"f97b6fa3-5719-4c0d-9922-1b23ec949911","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","2","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T09:43Z",1,,"OK","BRD.BART.2015.1",20,40,72,56,"deciduous forest",19,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"6fdac273-77b0-4e30-86d1-f6ff94f92e66","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","1","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T10:31Z",1,,"OK","BRD.BART.2015.1",20,40,72,56,"mixed deciduous/evergreen forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"ff9f059e-46fa-471a-a41d-2ac759881ff0","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","4","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T11:24Z",1,,"OK","BRD.BART.2015.1",20,40,72,56,"deciduous forest",19,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"e3f73906-fe6f-4f88-a05e-067a567d6516","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","5","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T12:20Z",1,,"OK","BRD.BART.2015.1",20,40,72,56,"deciduous forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"93a4a487-1379-41cb-be86-286ca07aded4","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","6","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T13:04Z",1,,"OK","BRD.BART.2015.1",20,40,72,56,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"3af86836-a2ec-478a-aec7-495f78a6be65","BART_025.birdGrid.brd","D01","BART","BART_025","distributed","9","evergreenForest",44.060146,-71.315479,"WGS84",250.3,575.8,0.3,"2015-06-14T13:30Z",1,,"OK","BRD.BART.2015.1",20,40,72,56,"mixed deciduous/evergreen forest",18,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vG",,"JRUEB"
"5212cc52-7254-4074-8c87-f104502845b6","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:02Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"81cfe589-c1be-4321-a94c-c6f74cc33a7f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:20Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"mixed deciduous/evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"7b827ba2-cc74-4811-84f2-4eb3ad3ec7ca","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:33Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"f1c4c2bf-67b6-439b-ae06-8d8a65d8910b","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:45Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"795a57ad-ed8a-4d0c-b616-b143133b8061","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T09:58Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"bb0dbc68-1bee-45fe-859a-55332af05cf1","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T10:10Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"deciduous forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"44884e0d-c920-47c2-b637-d82fd10d62f4","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T10:22Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"deciduous forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"bdcfe531-922b-41a2-846b-ca042b8a0191","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T10:34Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"95c2e4a0-36c9-410e-928f-42248dde61cd","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2015-06-16T10:47Z",1,,"OK","BRD.BART.2015.1",100,100,93,85,"deciduous forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged","JRUEB"
"56de46a0-34fc-4d93-8895-fab66e4c9a3d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T11:19Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"mixed deciduous/evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"1c30a035-82f8-479a-b1d9-025049d09029","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T11:35Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"deciduous forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"2e7226df-5306-4621-aecc-0195587b1884","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","7","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T11:51Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"mixed deciduous/evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"1a28c6b4-87cc-41d1-92c0-25f3199566e0","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","4","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T12:09Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"deciduous forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"dd397cd0-ca40-44de-88ca-14202923c010","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","5","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T12:20Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"deciduous forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"3525a137-5a19-4588-8b65-62be1af74896","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","6","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T12:35Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"1ba9c300-bf08-4029-8b22-cc69b9eaa1bf","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","3","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T12:53Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"mixed deciduous/evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"e323db24-20d7-48e8-b616-343d2d630dc6","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","2","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T13:10Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"mixed deciduous/evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"369c0d89-00d9-43f6-8ed4-ab4b33aa01c7","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2015-06-16T13:28Z",1,,"OK","BRD.BART.2015.1",90,90,85,99,"deciduous forest",13,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","all flagged but point 7","JRUEB"
"30451b31-59b5-4617-bd53-5c85e20af598","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","deciduousForest",44.047818,-71.315729,"WGS84",250.4,587.5,0.4,"2015-06-17T09:07Z",1,,"OK","BRD.BART.2015.1",10,0,68,75,"mixed deciduous/evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","All but 3 and 5 flagged (dropped flags in woods)","JRUEB"
"0a74bf41-420b-4d84-857a-5035fa259482","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","deciduousForest",44.047818,-71.315729,"WGS84",250.4,587.5,0.4,"2015-06-17T09:23Z",1,,"OK","BRD.BART.2015.1",10,0,68,75,"deciduous forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","All but 3 and 5 flagged (dropped flags in woods)","JRUEB"
"47caeac9-5281-4a1a-b6d5-8a0442cf9242","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","deciduousForest",44.047818,-71.315729,"WGS84",250.4,587.5,0.4,"2015-06-17T09:39Z",1,,"OK","BRD.BART.2015.1",10,0,68,75,"deciduous forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","All but 3 and 5 flagged (dropped flags in woods)","JRUEB"
"89ec6330-24b2-44c6-ab40-3513d029ff99","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","4","deciduousForest",44.047818,-71.315729,"WGS84",250.4,587.5,0.4,"2015-06-17T09:55Z",1,,"OK","BRD.BART.2015.1",10,0,68,75,"mixed deciduous/evergreen forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","All but 3 and 5 flagged (dropped flags in woods)","JRUEB"
"4a2eb305-e019-49d8-8513-19437b6f8d29","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","1","deciduousForest",44.047818,-71.315729,"WGS84",250.4,587.5,0.4,"2015-06-17T10:17Z",1,,"OK","BRD.BART.2015.1",10,0,68,75,"mixed deciduous/evergreen forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vG","All but 3 and 5 flagged (dropped flags in woods)","JRUEB"
