uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"fbcb8ca4-b680-402a-a607-fc90fbe458e9","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",46,"singing","No","Unknown",1,,"JGLAG",
"50bda98a-0bfb-4359-89a4-cd6cda2e21e2","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",1,"Y","VEER","Catharus fuscescens","species","Veery",29,"calling and singing","No","Unknown",1,,"JGLAG",
"d5754f33-8789-44a9-84e5-5fba62f6e62c","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",1,"Y","UNBI","Aves sp.","class",,19,"singing","No","Unknown",1,,"JGLAG",
"f72fb53c-649a-4a23-be6b-4f3c3c43c01e","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",5,"N",,,,,,,,,,,"JGLAG",
"95b7c604-9eec-4305-b470-9ae804a2eff3","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",2,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Unknown",1,,"JGLAG",
"dfa4bc54-4dc1-4e13-b135-6864b7002686","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",6,"N",,,,,,,,,,,"JGLAG",
"5bd34063-f097-41a8-9dfb-9eb993230393","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",3,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",37,"singing","No","Unknown",1,,"JGLAG",
"71fa6ec2-0323-4882-b924-ba23769cf306","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",4,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",31,"singing","No","Unknown",1,,"JGLAG",
"8a0c8710-68f2-43a6-a36a-54e808f467f6","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2021-06-19T09:56Z",1,"BRD.BART.2021.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",24,"singing","No","Unknown",1,,"JGLAG",
"4acb37af-000c-4fc2-95c5-cf9f5ce4e5ae","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",58,"singing","No","Unknown",1,,"JGLAG",
"d0d95a12-0362-4d55-b117-5c56da07e325","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",32,"singing","No","Unknown",1,,"JGLAG",
"72a630d3-a4fa-4a8a-a89d-ec02d3078c63","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",6,"N",,,,,,,,,,,"JGLAG",
"8abe2287-070d-4cd8-9a05-c6055f98ed8a","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",1,"Y","BAWW","Mniotilta varia","species","Black-and-white Warbler",39,"singing","No","Unknown",1,,"JGLAG",
"8f0dc10c-22b7-4813-840e-fcfe49bb6b7a","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",5,"N",,,,,,,,,,,"JGLAG",
"205f47a6-e127-41c8-8fb3-86e166f9f306","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",46,"singing","No","Unknown",1,,"JGLAG",
"16921fbf-29fd-4a45-bac9-0a01c8214c70","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",2,"Y","WBNU","Sitta carolinensis","species","White-breasted Nuthatch",24,"singing","No","Unknown",1,,"JGLAG",
"c33596a6-5152-4197-b7b5-608003c93bf3","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",3,"Y","BRCR","Certhia americana","species","Brown Creeper",28,"singing","No","Unknown",1,,"JGLAG",
"4de98de8-df61-42da-8751-d367b2c4e237","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","8","2021-06-19T10:29Z",1,"BRD.BART.2021.1",4,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",36,"singing","No","Unknown",1,,"JGLAG",
"f26351fe-855c-4703-baf3-6c2bc01c5299","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",5,"Y","UNWO","Picidae sp.","family",,74,"drumming","No","Unknown",1,,"JGLAG",
"f320427b-2ba6-4f03-aef8-4c70ea32f160","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",4,"N",,,,,,,,,,,"JGLAG",
"001dc756-b7f0-47be-8f19-82b9726dfd8e","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",64,"singing","No","Unknown",1,,"JGLAG",
"fe7e946c-24a3-45f2-98ec-9bbd089a33e4","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",24,"singing","No","Unknown",1,,"JGLAG",
"8f496d13-3dd9-453d-9e0f-ffcabc3c5bb6","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",71,"singing","No","Unknown",1,,"JGLAG",
"206c0010-8be1-40cb-8232-10f06f3c6025","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",76,"singing","No","Unknown",1,,"JGLAG",
"865ca381-d80f-49cb-9001-b2783573f84f","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",52,"singing","No","Unknown",1,,"JGLAG",
"e220008b-5ceb-4479-8adc-02a598e79cc6","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",32,"singing","No","Unknown",1,,"JGLAG",
"095eaea1-f72e-49aa-8658-1297f0150f2e","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","7","2021-06-19T10:49Z",1,"BRD.BART.2021.1",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",72,"singing","No","Unknown",1,,"JGLAG",
