uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"81afbc50-f1fc-49b1-b291-d5657f662cba","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",56,"singing","No","Unknown",1,,"JRITT",
"30523e7b-cbe8-4d7f-8039-b419eade98c0","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",1,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",8,"calling","Yes","Unknown",3,,"JRITT",
"fefe614a-d5ba-435d-af88-d97410f66928","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",12,"singing","No","Unknown",1,,"JRITT",
"1be06ef6-6874-4b8a-bddd-dc49ee4feae1","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",5,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",77,"calling","No","Unknown",1,,"JRITT",
"320344c1-325b-488a-86c8-4b76bb287d0c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",20,"singing","No","Unknown",1,,"JRITT",
"d6eeb8ec-dc30-435e-b962-d4dad07a4034","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",14,"singing","No","Unknown",1,,"JRITT",
"3940a421-80cd-46be-a0f9-b06f4ddd301e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",29,"singing","No","Unknown",1,,"JRITT",
"7670d166-e43d-4972-b365-8605597baf45","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",3,"N",,,,,,,,,,,"JRITT",
"623bc957-ee57-41a6-a66b-958120d031d1","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",2,"Y","WBNU","Sitta carolinensis","species","White-breasted Nuthatch",50,"calling","No","Unknown",1,,"JRITT",
"0795d9f1-e483-4db9-9f0f-4cdb2498699d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2016-06-20T09:35Z",1,"BRD.BART.2016.1",4,"N",,,,,,,,,,,"JRITT",
