uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,boutNumber,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"be65ae57-c680-442f-aa0b-8591358d821e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T09:35Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"aad90a84-3874-4cf3-8016-fee14230468a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","6","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T09:53Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"mixed deciduous/evergreen forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"57bf6cb1-052d-494c-8f03-13257cb7bd1f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","3","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T10:13Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"ee6df03c-6a60-4345-be9c-95326c948991","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","2","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T10:29Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"034a0ddf-7db7-4ea9-9e0e-91733bb75b3f","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","5","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T10:48Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"4a26e25c-5f11-483c-b610-6f77f8a8b3c2","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T11:05Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"69c0bd17-b32d-4834-a1e7-a0e78eb895bd","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","7","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T11:36Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"1a184a97-55ed-4271-bc29-647bf22d1f19","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","4","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T11:51Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",19,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"28a3a3ab-17d0-42db-be8c-fabaae973f3d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2016-06-20T12:06Z",1,,"OK","BRD.BART.2016.1",56,12,80,74,"deciduous forest",20,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"78ecc515-338e-4665-a7e5-79611429b33a","BART_015.birdGrid.brd","D01","BART","BART_015","distributed","1","mixedForest",44.042644,-71.273028,"WGS84",250.2,437.2,0.2,"2016-06-20T12:40Z",1,,"OK","BRD.BART.2016.1",16,10,73,49,"deciduous forest",21,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
"243880b4-fb35-4c3f-9519-66d97a2398f4","BART_015.birdGrid.brd","D01","BART","BART_015","distributed","4","mixedForest",44.042644,-71.273028,"WGS84",250.2,437.2,0.2,"2016-06-20T13:02Z",1,,"OK","BRD.BART.2016.1",16,10,73,49,"deciduous forest",21,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRITT"
