uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,boutNumber,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"25d21eca-88d4-4a94-95f1-1f2a620a66d4","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T09:39Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",13,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"f9f2249e-0ec9-455c-9814-f2aed5e84c9c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T09:53Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",12,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"8732e94c-cbd1-48dd-a15e-fa10b3cfa633","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T10:10Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",11,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"ade297ba-e662-410a-a6c9-0229b875129e","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T10:29Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",12,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"4c66b9bc-22bc-440f-9c7c-8b6854c94747","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T10:46Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",12,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"73d87efa-4372-4f1e-95d9-07bce553ee6c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T11:06Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",13,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"6ef562c2-2117-4acb-beb1-edc885b259b1","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T11:26Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"8fcb95c3-26e7-407d-b85c-fc11c62dd67f","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T11:48Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"e48e4023-e2cd-4cf2-a545-26b721d431de","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2022-06-15T12:05Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
"674884a9-e7a0-4c95-b42a-d1e082d21a2c","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2022-06-15T12:25Z",1,,"OK","BRD.BART.2022.1",0,0,76,57,"deciduous forest",16,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK",,"KKLAP"
