uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,boutNumber,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"fd025377-a6a5-4052-ac9c-10aa73c1e569","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T10:25Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"deciduous forest",14,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"4fb8151e-fb7f-4c2e-9155-478688e82e84","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T10:44Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"388a9cdd-93a3-4197-a33d-815ac6ec2866","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T11:05Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"mixed deciduous/evergreen forest",16,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"c9505f22-be30-43e9-b303-d39aa390489a","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T11:28Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"deciduous forest",16,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"f2a95956-780c-4dd0-b575-307dd626e546","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T11:43Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"mixed deciduous/evergreen forest",17,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"8e3a671a-2065-4730-a813-f481deb1b9b4","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","6","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T12:00Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"deciduous forest",16,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"27751b14-139e-467a-9a25-d6409ebbbe14","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","9","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T12:21Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"deciduous forest",18,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"d151c2a6-dde8-4d06-b887-98b6f55db710","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","8","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T12:44Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"mixed deciduous/evergreen forest",19,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"ed93dca6-cfd8-42a2-b8e7-7170b3f2c8d8","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","7","mixedForest",44.049256,-71.285512,"WGS84",250.1,325.4,0.2,"2023-06-16T13:06Z",1,,"OK","BRD.BART.2023.1",70,30,87,76,"deciduous forest",19,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","O = wing beats as it flushed","KKLAP"
"7f436aef-beab-4e21-8bd6-d4af3ebb9991","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","2","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T10:14Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",9,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"e0e0cc7d-9274-42f6-9ce7-6c4175017c32","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","5","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T10:38Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",10,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"f75026b9-5b06-4b10-b25b-ea3ba9ad20f8","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T10:55Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",10,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"aee4436e-31dc-4376-a68f-3226583737d3","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","8","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T11:13Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",10,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"43ed1773-4722-4b5d-a766-02cb4d37c97c","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","7","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T11:31Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",11,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"ac807ffb-0aff-4ec2-98f4-054456991369","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","4","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T11:45Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",12,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"ed86263f-555c-45db-b046-0ea9d4d4ef15","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","6","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T12:35Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",13,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"ccb52024-65d1-478c-be1a-c82c21ab8d29","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","3","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T12:51Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
"196fb5e6-ffab-4ef5-9cda-c15f725271eb","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","1","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2023-06-19T13:20Z",1,,"OK","BRD.BART.2023.1",15,10,86,85,"mixed deciduous/evergreen forest",14,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vK","Noise from stream at points 5, 9, & 1 (hard to hear)","KKLAP"
