uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"f95f5c70-ccc8-44b9-8ff7-628ac62333b2","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",5,"N",,,,,,,,,,,"JRUEB",
"a85a61ae-a9ab-4143-9752-bb5ee98bc3ec","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",30,"singing","No","Unknown",1,,"JRUEB",
"c8f1af62-8659-49e6-bed1-618199289cd3","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",25,"singing","No","Unknown",1,,"JRUEB",
"3f26e974-bff2-41c0-a3a8-703a9fc4a5dc","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",45,"singing","No","Unknown",1,,"JRUEB",
"6fdd338b-ccde-467b-92c7-06babdbf0c61","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",40,"singing","No","Unknown",1,,"JRUEB",
"10fe5187-f192-41b7-822e-45064048e268","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",4,"N",,,,,,,,,,,"JRUEB",
"82af0b72-4adf-44ec-b9f0-3587b074bf20","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",3,"Y","HETH","Catharus guttatus","species","Hermit Thrush",40,"singing","No","Unknown",1,,"JRUEB",
"0f348724-f4d6-405c-8366-610e325401e6","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",30,"singing","No","Unknown",1,,"JRUEB",
"dd9de159-d8be-4403-a0d7-304b09fa3e33","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",6,"N",,,,,,,,,,,"JRUEB",
"7423b5f5-5f9e-473b-933c-5b0f98ed585d","BART_012.birdGrid.brd","D01","BART","BART_012","distributed","9","2018-06-07T08:59Z",1,"BRD.BART.2018.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",20,"singing","No","Unknown",1,,"JRUEB",
