uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,boutNumber,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"80065858-c4d7-4d49-910b-a4b12de81804","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T10:31Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"mixed deciduous/evergreen forest",21,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"61576096-5d7c-4a14-bb1d-1af9fb71c1fc","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T10:54Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"deciduous forest",21,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"3434f474-7ebb-47fe-9761-f53940360d1c","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","6","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T11:25Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"mixed deciduous/evergreen forest",23,4,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"98fae038-dbd8-44df-afda-bad81fa6f4fb","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","9","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T11:53Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"deciduous forest",23,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"6828110d-4390-4d62-a769-76fcd0fb83c1","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","8","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T12:23Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"deciduous forest",23,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"ac86add8-228c-4bd3-a14c-00210766bf75","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","7","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T12:45Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"mixed deciduous/evergreen forest",24,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"8bf3d91d-1d8f-4f13-822b-e527e8799dd4","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","4","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T13:10Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"deciduous forest",25,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"f6285f13-755a-4503-8bab-ae2599670ea2","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","5","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T13:36Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"mixed deciduous/evergreen forest",24,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"c893ac93-5d78-4e96-847d-8a96d3434d94","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","1","mixedForest",44.041220,-71.287007,"WGS84",250.2,526.3,0.5,"2020-06-20T13:58Z",1,,"OK","BRD.BART.2020.1",75,50,64,69,"other",24,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
"a43b83d4-460b-4897-84e0-5578dd3eed6c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","5","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2020-06-21T10:33Z",1,,"OK","BRD.BART.2020.1",10,5,72,68,"deciduous forest",21,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vJ",,"WFREE"
