uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"3ebc7b6a-cfc6-4427-96b7-0457bd1ddca3","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",4,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",39,"calling","No","Unknown",1,,"WFREE",
"e7a61c90-7174-42ef-a1e2-9dfadd137f48","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",72,"singing","No","Unknown",1,,"WFREE",
"95dbb1c4-ba7b-4619-9462-450bc867e5a6","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",97,"singing","No","Unknown",1,,"WFREE",
"820163af-c29f-4a46-858e-6382536c223a","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",6,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",34,"singing","No","Unknown",1,,"WFREE",
"941dcf56-d3e1-43e5-b5c1-50ce559e76ba","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",6,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",46,"singing","No","Unknown",1,,"WFREE",
"b71926dd-092d-4c8a-b66e-6869fe3aeb70","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",5,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",57,"singing","No","Unknown",1,,"WFREE",
"b1db8ce2-d1c4-4547-ba9a-adecd45853e9","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",3,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",81,"singing","No","Unknown",1,,"WFREE",
"7a957ae3-235f-49a5-9510-190f12f3537c","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","2","2020-06-20T10:31Z",1,"BRD.BART.2020.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",92,"singing","No","Unknown",1,,"WFREE",
"0f99fd4a-4d9b-4e88-a74f-79b9334b0d8d","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",81,"singing","No","Unknown",1,,"WFREE",
"b192f9fd-7604-45b3-a3e3-bb9ef45eae4b","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",38,"singing","No","Unknown",1,,"WFREE",
"189ffaf1-a96f-4efc-b649-d24a772e0100","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",5,"N",,,,,,,,,,,"WFREE",
"989e2b89-79f1-4912-a519-7392059dd880","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",6,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",76,"singing","No","Unknown",1,,"WFREE",
"8a4d7d18-0765-4e30-b7fd-1ad34719bae3","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",68,"singing","No","Unknown",1,,"WFREE",
"3ceab9a2-0875-44fa-876c-d8eaacc54505","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",4,"N",,,,,,,,,,,"WFREE",
"ffd9a309-ae2a-4ddd-83ae-3502dd9a5bbe","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",2,"Y","BCCH","Poecile atricapillus","species","Black-capped Chickadee",45,"calling and singing","No","Unknown",1,,"WFREE",
"b42b1c81-c798-4602-9edd-e321dcc112aa","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",43,"singing","No","Unknown",1,,"WFREE",
"e4ca60da-7d9c-4de9-b459-be3786b16e7d","BART_004.birdGrid.brd","D01","BART","BART_004","distributed","3","2020-06-20T10:54Z",1,"BRD.BART.2020.1",3,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",72,"singing","No","Unknown",1,,"WFREE",
