uid,namedLocation,domainID,siteID,plotID,plotType,pointID,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,startDate,boutNumber,samplingImpracticalRemarks,samplingImpractical,eventID,startCloudCoverPercentage,endCloudCoverPercentage,startRH,endRH,observedHabitat,observedAirTemp,kmPerHourObservedWindSpeed,laboratoryName,samplingProtocolVersion,remarks,measuredBy
"64736ce2-5f90-41cf-9326-f45f5b8164c4","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:03Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"deciduous forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"ea96642d-d009-497b-9e64-f3eda0b93b7c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","2","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:22Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"mixed deciduous/evergreen forest",16,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"ab7dd56e-e005-4bea-bf0b-ef7662837aae","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","3","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:38Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"mixed deciduous/evergreen forest",17,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"f55c5b4e-8e34-4c4a-9a0c-6063b1e15a9b","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","6","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T09:57Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"mixed deciduous/evergreen forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"99ea1eb8-1e7f-4157-a622-b83c5396baac","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","5","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:13Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"mixed deciduous/evergreen forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"5432b4b4-58a9-43a4-8ab0-d8bbf9de2dc1","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","4","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:28Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"mixed deciduous/evergreen forest",15,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"69a30410-e0ce-4758-b92d-e2b3fc76bb8b","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","7","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:42Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"mixed deciduous/evergreen forest",16,0,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"aa8cb853-db3e-4eb8-8ac2-565ee04541f1","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T10:58Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"deciduous forest",15,1,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"ba095af9-9558-4828-9f30-64d6c3e6914d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","mixedForest",44.059971,-71.277901,"WGS84",250.1,297.2,0.2,"2017-06-21T11:19Z",1,,"OK","BRD.BART.2017.1",100,100,73,78,"mixed deciduous/evergreen forest",17,3,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
"ba39832c-0134-4d32-8e8c-e13d156e49d2","BART_082.birdGrid.brd","D01","BART","BART_082","distributed","9","evergreenForest",44.056702,-71.287159,"WGS84",250.5,292.7,0.8,"2017-06-21T11:58Z",1,,"OK","BRD.BART.2017.1",50,60,71,60,"deciduous forest",17,2,"Bird Conservancy of the Rockies","NEON.DOC.014041vH",,"JRUEB"
