uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"2c84d83a-7933-4d33-b2c2-3ae334a92f48","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",6,"N",,,,,,,,,,,"JRUEB",
"28587fd5-e9c6-4dd9-ac2f-2a80d9d69ec2","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",40,"singing","No","Male",1,,"JRUEB",
"8e4a1987-6998-48c3-98c4-a7233ab326d1","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",3,"N",,,,,,,,,,,"JRUEB",
"09f4496e-72c5-42ff-a4bf-aadcbf739397","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",2,"Y","RBWO","Melanerpes carolinus","species","Red-bellied Woodpecker",20,"calling","No","Unknown",1,,"JRUEB",
"8721c42a-1e64-4c60-a40f-26b41ec3f51a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",45,"singing","No","Male",1,,"JRUEB",
"8ea10abd-5835-4fda-b592-ba3533c3311a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",40,"singing","No","Male",1,,"JRUEB",
"39915ebd-b013-4681-9903-9debb0ab7166","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","HETH","Catharus guttatus","species","Hermit Thrush",50,"singing","No","Male",1,,"JRUEB",
"0d6d00c8-9401-400c-afef-813edad380dd","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",35,"singing","No","Male",1,,"JRUEB",
"a4444893-cbe8-4253-810b-2bb51a6dd2a0","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",5,"N",,,,,,,,,,,"JRUEB",
"0835abce-3f50-41a4-8dc4-717a8830c58d","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","1","2017-06-21T09:03Z",1,"BRD.BART.2017.1",4,"N",,,,,,,,,,,"JRUEB",
