uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"9c1c242b-b6ac-4ba4-9a56-e9beeaac035c","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",1,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",60,"singing","No","Unknown",1,,"WFREE",
"83529333-3ab2-44ce-b1e4-e2804c31b062","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",3,"Y","YBSA","Sphyrapicus varius","species","Yellow-bellied Sapsucker",57,"drumming","No","Unknown",1,,"WFREE",
"37e922c4-353a-4925-8954-f3a1b4577319","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",6,"N",,,,,,,,,,,"WFREE",
"5ad747b7-2b85-4538-8e0b-ad70a1f6bc2a","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",5,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",40,"singing","No","Unknown",1,,"WFREE",
"674519a8-b14e-4be3-bc1a-83d3c23a2d54","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",37,"singing","No","Unknown",1,,"WFREE",
"d8eec252-781d-48f2-a80f-253e7f600718","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",88,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",,"singing","No","Unknown",1,,"WFREE",
"615a7fb3-08b6-48da-905d-7724ecff5154","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",2,"N",,,,,,,,,,,"WFREE",
"b94a9c69-c2e4-454d-b531-ea51ccc6b6eb","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","9","2019-06-18T10:20Z",1,"BRD.BART.2019.1",4,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",65,"calling","No","Unknown",1,,"WFREE",
"f089881d-c74e-4064-8e47-d4b8054c055e","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","2019-06-18T10:51Z",1,"BRD.BART.2019.1",5,"Y","CSWA","Setophaga pensylvanica","species","Chestnut-sided Warbler",20,"singing","No","Unknown",1,,"WFREE",
"54dd81b3-70c8-4b4e-9520-5944f36a2557","BART_018.birdGrid.brd","D01","BART","BART_018","distributed","8","2019-06-18T10:51Z",1,"BRD.BART.2019.1",4,"N",,,,,,,,,,,"WFREE",
