uid,namedLocation,domainID,siteID,plotID,plotType,pointID,startDate,boutNumber,eventID,pointCountMinute,targetTaxaPresent,taxonID,scientificName,taxonRank,vernacularName,observerDistance,detectionMethod,visualConfirmation,sexOrAge,clusterSize,clusterCode,identifiedBy,identificationHistoryID
"1e96def8-6567-4daa-864f-1b7527b635f6","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",34,"singing","No","Unknown",1,,"KKLAP",
"75402169-7848-4174-93e5-62648f1a2257","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",6,"N",,,,,,,,,,,"KKLAP",
"d6c8e053-9508-4dcb-869a-73644508b4f7","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",2,"N",,,,,,,,,,,"KKLAP",
"5faaf118-5871-4872-b057-42ca41e9c78e","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",28,"singing","No","Unknown",1,,"KKLAP",
"7884c7f1-a909-43ac-aba6-c5522ca86c9e","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",4,"N",,,,,,,,,,,"KKLAP",
"e84be926-6367-4b80-97b6-10f6a593d60d","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",42,"singing","No","Unknown",1,,"KKLAP",
"63724351-0efe-42ac-ba8d-a5665e5874c4","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",3,"N",,,,,,,,,,,"KKLAP",
"e45f9c08-815f-4986-b202-5e8ee1ee3903","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","3","2023-06-16T10:25Z",1,"BRD.BART.2023.1",5,"N",,,,,,,,,,,"KKLAP",
"d09f38c0-cebc-4e73-a2f9-3d21316caa72","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",1,"Y","BHVI","Vireo solitarius","species","Blue-headed Vireo",26,"singing","No","Unknown",1,,"KKLAP",
"b0fa2207-083c-4673-a344-8c5e525febd7","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",3,"N",,,,,,,,,,,"KKLAP",
"9752213c-b788-4dc3-8bb8-c6459baa869b","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",6,"N",,,,,,,,,,,"KKLAP",
"e5b81363-cc39-46ce-a2d8-c84d3a2668a2","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",2,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",27,"singing","No","Unknown",1,,"KKLAP",
"87830274-ae22-4470-97b8-33712ff46ef3","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",5,"N",,,,,,,,,,,"KKLAP",
"4e81ac73-4611-46f2-baf0-16de2193c565","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",1,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",55,"singing","No","Unknown",1,,"KKLAP",
"a0bad756-6186-440d-aa38-6df2113e561a","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",4,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",33,"singing","No","Unknown",1,,"KKLAP",
"0539cce7-f11c-4755-82cb-e6cc07c8d4f9","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","2","2023-06-16T10:44Z",1,"BRD.BART.2023.1",1,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",21,"singing","No","Unknown",1,,"KKLAP",
"60a9d345-76af-4081-ba8c-8c06711dbe00","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",1,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",30,"singing","No","Unknown",1,,"KKLAP",
"35df8ade-06f9-4866-9358-273f8a9abdd1","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",19,"singing","No","Unknown",1,,"KKLAP",
"6cf4c6cb-351e-4986-819d-409b5867444e","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",4,"Y","WIWR","Troglodytes hiemalis","species","Winter Wren",32,"singing","No","Unknown",1,,"KKLAP",
"5039cf8d-5ac2-47d0-9d4b-b5a8cdc1529d","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",1,"Y","BRCR","Certhia americana","species","Brown Creeper",22,"singing","No","Unknown",1,,"KKLAP",
"89ce25bc-7e84-4787-92de-50325b3a7077","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",3,"Y","WBNU","Sitta carolinensis","species","White-breasted Nuthatch",36,"calling","No","Unknown",2,,"KKLAP",
"8428fedf-6658-477d-9503-80c0397a1348","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",2,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",38,"singing","No","Unknown",1,,"KKLAP",
"e8452be7-878f-49ac-a20d-f265a240ee7b","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",5,"Y","HETH","Catharus guttatus","species","Hermit Thrush",85,"singing","No","Unknown",1,,"KKLAP",
"33879cdd-b57a-4f44-977b-21fc61008e41","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",6,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",33,"singing","No","Unknown",1,,"KKLAP",
"45a30cdc-be41-4de4-9d22-6eebb069f4a6","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",6,"Y","BLBW","Setophaga fusca","species","Blackburnian Warbler",27,"singing","No","Unknown",1,,"KKLAP",
"5e993de0-372a-4024-a86e-eb34dfb5bf06","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","1","2023-06-16T11:05Z",1,"BRD.BART.2023.1",2,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",81,"calling","No","Unknown",1,,"KKLAP",
"d4819350-2d1f-4272-a29e-251a9e473494","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",21,"singing","No","Unknown",1,,"KKLAP",
"bca1e2ce-c835-4256-bc02-d9aedd17a3bb","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",2,"Y","HETH","Catharus guttatus","species","Hermit Thrush",66,"singing","No","Unknown",1,,"KKLAP",
"25812b18-3ec2-43e7-9439-08008914e7da","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",1,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",32,"singing","No","Unknown",1,,"KKLAP",
"2a9bd62a-d1ad-4c17-a521-ecf3e9a24ce9","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",5,"Y","BLJA","Cyanocitta cristata","species","Blue Jay",53,"calling","No","Unknown",2,,"KKLAP",
"d4058337-6f38-4fdc-84c0-2d17ba740969","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",3,"N",,,,,,,,,,,"KKLAP",
"165c97a4-08ad-43e8-b5f1-7f356993cc4f","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",4,"N",,,,,,,,,,,"KKLAP",
"d3de52a1-acd8-45a6-a891-3219197187c4","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",6,"Y","HAWO","Picoides villosus","species","Hairy Woodpecker",95,"drumming","No","Unknown",1,,"KKLAP",
"0c7f5247-7ba6-431b-9a42-d75be34d0d6f","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",1,"Y","EAWP","Contopus virens","species","Eastern Wood-Pewee",60,"singing","No","Unknown",1,,"KKLAP",
"3fd90757-9f6b-4eab-94ac-a1801c3d0fdd","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","4","2023-06-16T11:28Z",1,"BRD.BART.2023.1",1,"Y","REVI","Vireo olivaceus","species","Red-eyed Vireo",29,"singing","No","Unknown",1,,"KKLAP",
"289f47b3-2fe7-42fd-af09-1aef98b97de0","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2023-06-16T11:43Z",1,"BRD.BART.2023.1",4,"Y","HETH","Catharus guttatus","species","Hermit Thrush",9,"calling","Yes","Unknown",1,,"KKLAP",
"3aa1036d-9af3-4439-a5d9-2dc620e3283e","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2023-06-16T11:43Z",1,"BRD.BART.2023.1",1,"Y","WBNU","Sitta carolinensis","species","White-breasted Nuthatch",28,"calling","No","Unknown",1,,"KKLAP",
"7e56ac86-8e81-4eba-93b3-179cb8df4ac3","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2023-06-16T11:43Z",1,"BRD.BART.2023.1",6,"Y","BTBW","Setophaga caerulescens","species","Black-throated Blue Warbler",5,"calling","Yes","Female",1,,"KKLAP",
"bce3465f-255e-4364-b4e3-0e1d630fec6b","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2023-06-16T11:43Z",1,"BRD.BART.2023.1",5,"Y","BTNW","Setophaga virens","species","Black-throated Green Warbler",37,"singing","No","Unknown",1,,"KKLAP",
"d81d5677-d3e2-4e94-ba10-289382f0e58a","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2023-06-16T11:43Z",1,"BRD.BART.2023.1",2,"Y","SWTH","Catharus ustulatus","species","Swainson's Thrush",21,"singing","No","Unknown",1,,"KKLAP",
"bce20659-2925-41bd-b01d-e5cdb240f2ba","BART_016.birdGrid.brd","D01","BART","BART_016","distributed","5","2023-06-16T11:43Z",1,"BRD.BART.2023.1",2,"Y","OVEN","Seiurus aurocapilla","species","Ovenbird",36,"singing","No","Unknown",1,,"KKLAP",
